Type,Text,C3,C4,C5
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,,,
ham,"Haven't seen my facebook, huh? Lol!",,,
ham,That's necessarily respectful,,,
ham,Where r e meeting tmr?,,,
ham,Its just the effect of irritation. Just ignore it,,,
ham,Try neva mate!!,,,
ham,Hows that watch resizing,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,,,
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
ham,Good morning princess! How are you?,,,
ham,"That's cool, I'll come by like  &lt;#&gt; ish",,,
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,,,
ham,Bognor it is! Should be splendid at this time of year.,,,
ham,Good. Good job. I like entrepreneurs,,,
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,,,
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,,,
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp �1.50/msg,,,
ham,"There'll be a minor shindig at my place later tonight, you interested?",,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",,,
ham,What happen dear tell me,,,
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,,,
ham,5 nights...We nt staying at port step liao...Too ex,,,
ham,R u saying i should re order the slippers cos i had to pay for returning it.,,,
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,,,
ham,"K I'll head out in a few mins, see you there",,,
ham,When/where do I pick you up,,,
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",,,
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,,,
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",,,
ham,K..u also dont msg or reply to his msg..,,,
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,,,
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",,,
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",,,
spam,tells u 2 call 09066358152 to claim �5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,,,
ham,I love you both too :-),,,
spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",,,
ham,"That's the trouble with classes that go well - you're due a dodgey one ��_ Expecting mine tomo! See you for recovery, same time, same place ",,,
ham,Ok.. �� finishing soon?,,,
ham,Tired. I haven't slept well the past few nights.,,,
ham,Yes but I don't care cause I know its there!,,,
ham,\SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY," ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\""""",
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,,,
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",,,
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,,,
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",,,
ham,I can send you a pic if you like :),,,
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,,,
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,,,
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,,,
ham,Jay says that you're a double-faggot,,,
ham,What pa tell me.. I went to bath:-),,,
ham,Yup,,,
ham,Where are you ? You said you would be here when I woke ... :-(,,,
ham,"Sorry my roommates took forever, it ok if I come by now?",,,
ham,ILL B DOWN SOON,,,
ham,I love to give massages. I use lots of baby oil... What is your fave position?,,,
ham,Gudnite....tc...practice going on,,,
spam,Filthy stories and GIRLS waiting for your,,,
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,,,
ham,I tagged MY friends that you seemed to count as YOUR friends.,,,
ham,Mm yes dear look how i am hugging you both. :-P,,,
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",,,
ham,That's one of the issues but california is okay. No snow so its manageable,,,
ham,Normally i use to drink more water daily:),,,
ham,Wife.how she knew the time of murder exactly,,,
ham,"Well, I meant as opposed to my drunken night of before",,,
ham,Send me yetty's number pls.,,,
ham,Ok. Very good. Its all about making that money.,,,
ham,How long does it take to get it.,,,
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",,,
ham,"Nah man, my car is meant to be crammed full of people",,,
ham,Ok... Ur typical reply...,,,
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,,,
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUND��S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",,,
ham,Where u been hiding stranger?,,,
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,,,
ham,Lol. Well quality aint bad at all so i aint complaining,,,
ham,Designation is software developer and may be she get chennai:),,,
ham,When i have stuff to sell i.ll tell you,,,
ham,Talk to g and x about that,,,
ham,I know you are serving. I mean what are you doing now.,,,
ham,Im just wondering what your doing right now?,,,
ham,Did u download the fring app?,,,
ham,I will see in half an hour,,,
ham,Yes i will be there. Glad you made it.,,,
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,,,
ham,"It's that time of the week again, ryan",,,
ham,Just nw i came to hme da..,,,
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,,,
ham,Aight well keep me informed,,,
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,,,
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",,,
ham,I'll talk to the others and probably just come early tomorrow then,,,
ham,Ok lor �_ reaching then message me.,,,
ham,Nope i'm not drivin... I neva develop da photos lei...,,,
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,,,
ham,Hey leave it. not a big deal:-) take care.,,,
ham,Don know..he is watching film in computer..,,,
ham,"It���s reassuring, in this crazy world.",,,
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",,,
ham,COME BACK TO TAMPA FFFFUUUUUUU,,,
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,,,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,,,
ham,Ya but it cant display internal subs so i gotta extract them,,,
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,,,
ham,Yunny i'm walking in citylink now �_ faster come down... Me very hungry...,,,
ham,Ok lor...,,,
ham,7 lor... Change 2 suntec... Wat time u coming?,,,
ham,Tension ah?what machi?any problem?,,,
spam,Valentines Day Special! Win over �1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,,,
ham,Ill call you evening ill some ideas.,,,
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,,,
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,,,
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",,,
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,,,
ham,I want snow. It's just freezing and windy.,,,
ham,"If e timing can, then i go w u lor...",,,
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",,,
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,,,
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,,,
ham,I will vote for wherever my heart guides me,,,
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,,,
ham,Friends that u can stay on fb chat with,,,
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",,,
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,,,
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,,,
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,,,
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",,,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
ham,Huh y lei...,,,
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,,,
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,,,
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a �250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop�1.50/week,,,
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,,,
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
spam,"Last Chance! Claim ur �150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. �3.00 Sub. 16",,,
spam,"Latest Nokia Mobile or iPOD MP3 Player +�400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.�1,50/Mtmsgrcvd18+",,,
ham,Convey my regards to him,,,
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",,,
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,,,
ham,Update your face book status frequently :),,,
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,,,
ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",,,
ham,"sorry brah, just finished the last of my exams, what up",,,
ham,I pocked you up there before,,,
ham,I will spoil you in bed as well :),,,
ham,Oh k...i'm watching here:),,,
ham,You've always been the brainy one.,,,
ham,Shall i ask one thing if you dont mistake me.,,,
spam,Urgent! Please call 09061213237 from a landline. �5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,,,
ham,I thank you so much for all you do with selflessness. I love you plenty.,,,
ham,Were trying to find a Chinese food place around here,,,
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,,,
ham,Oh ok wait 4 me there... My lect havent finish,,,
ham,I think i've fixed it can you send a test message?,,,
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",,,
ham,Jus ans me lar. U'll noe later.,,,
ham,It vl bcum more difficult..,,,
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",,,
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
ham,S da..al r above  &lt;#&gt;,,,
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend",,,
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,,,
spam,"U can WIN �100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",,,
ham,Hey i've booked the 2 lessons on sun liao...,,,
ham,I'm vivek:)i got call from your number.,,,
ham,Your dad is back in ph?,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,,,
ham,Tell where you reached,,,
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",,,
ham,"Sorry, I'll call later",,,
ham,What time you coming down later? ,,,
ham,�� bot notes oredi... Cos i juz rem i got...,,,
ham,Thanks for ve lovely wisheds. You rock,,,
ham,"Im sorry bout last nite it wasn��t ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",,,
ham,When're you guys getting back? G said you were thinking about not staying for mcr,,,
ham,Ok thanx...,,,
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON �1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max�7. 50\""""",,,
ham,When u wana see it then,,,
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",,,
ham,i am going to bed now prin,,,
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",,,
ham,How many times i told in the stage all use to laugh. You not listen aha.,,,
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,
ham,Otherwise had part time job na-tuition..,,,
ham,India have to take lead:),,,
ham,Big brother���s really scraped the barrel with this shower of social misfits,,,
ham,Gud mrng dear hav a nice day,,,
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,,,
ham,So i asked how's anthony. Dad. And your bf,,,
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,,,
ham,Sry da..jst nw only i came to home..,,,
ham,I am in your office na.,,,
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",,,
ham,�� comin to fetch us oredi...,,,
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or �10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",,,
ham,I want  &lt;#&gt;  rs da:)do you have it?,,,
ham,I am going to sleep. I am tired of travel.,,,
ham,No..he joined today itself.,,,
ham,K. I will sent it again,,,
ham,I will come tomorrow di,,,
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls�1/minMobsmore LKPOBOX177HP51FL,,,
ham,Id have to check but there's only like 1 bowls worth left,,,
ham,At home watching tv lor.,,,
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,,,
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,,,
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,,,
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,,,
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",,,
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls�1/minMobsmoreLKPOBOX177HP51FL,,,
ham,Have a good evening! Ttyl,,,
ham,How are you. Its been ages. How's abj,,,
ham,Ok.ok ok..then..whats ur todays plan,,,
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",,,
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
ham,Ok. There may be a free gym about.,,,
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,,,
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,,,
ham,U reach orchard already? U wan 2 go buy tickets first?,,,
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",,,
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",,,
ham,"Jay told me already, will do",,,
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,,,
ham,K..i deleted my contact that why?,,,
ham,Love it! I want to flood that pretty pussy with cum...,,,
ham,No screaming means shouting..,,,
ham,Good morning princess! Happy New Year!,,,
ham,Nope i waiting in sch 4 daddy... ,,,
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",,,
ham,I���ll have a look at the frying pan in case it���s cheap or a book perhaps. No that���s silly a frying pan isn���t likely to be a book,,,
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",,,
ham,Nan sonathaya soladha. Why boss?,,,
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,,,
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,,,
ham,Nope i'll come online now..,,,
ham,Come to my home for one last time i wont do anything. Trust me.,,,
ham,Ok lor...,,,
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,,,
ham,Well then you have a great weekend!,,,
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,,,
ham,I'm in a movie... Collect car oredi...,,,
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,,,
ham,Watching tv lor. Nice one then i like lor.,,,
ham,I always chat with you. In fact i need money can you raise me?,,,
ham,Oh ho. Is this the first time u use these type of words,,,
ham,"\Thinking of u ;) x\""""",,,
ham,Compliments to you. Was away from the system. How your side.,,,
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,,,
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",,,
ham,Why did I wake up on my own &gt;:(,,,
ham,K.k..how is your sister kids?,,,
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",,,
ham,I don't know but I'm raping dudes at poker,,,
ham,But you were together so you should be thinkin about him,,,
ham,"Tee hee. Off to lecture, cheery bye bye.",,,
ham,You have got tallent but you are wasting.,,,
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,,,
ham,I'm home. Ard wat time will u reach?,,,
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",,,
ham,I am not at all happy with what you saying or doing,,,
ham,Going to join tomorrow.,,,
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,,,
ham,"Its good, we'll find a way",,,
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),,,
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,,,
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,,,
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,,,
ham,S:)but he had some luck.2 catches put down:),,,
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),,,
ham,Are you coming to day for class.,,,
ham,Man this bus is so so so slow. I think you're gonna get there before me,,,
ham,Where you. What happen,,,
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,,,
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,,,
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,,,
ham,Ya that one is slow as poo,,,
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,,,
ham,I dunno lei... Like dun haf...,,,
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,,,
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",,,
ham,Aight sorry I take ten years to shower. What's the plan?,,,
ham,Ok,,,
ham,Did you stitch his trouser,,,
ham,Yup i thk so until e shop closes lor.,,,
ham,Just got to  &lt;#&gt;,,,
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",,,
ham,I called but no one pick up e phone. I ask both of them already they said ok.,,,
ham,K:)all the best:)congrats...,,,
